23550,0,"while this movie will not go down in the annal of great cinema, it is a fun way to spend an hour and a half with the family"
23588,2,so just sit back and watch a cool film with great big robot in it
23615,0,i just got puzzled why damn fox canceled the season3
23651,3,this is keaton's first feature-length film of his own
23685,0,let's begin with that theme song sung by christopher cross
23857,0,i first saw this video 15 year ago
23890,1,jeremy brett is sherlock holme and in my opinion there can be no other
23891,0,i saw this movie again as an assignment for my management class
23916,12,"at the end of the film, we know who we are"
23928,6,shakespeare is hard to understand for the vast majority of person nowaday
23942,0,"in iran, woman are not permitted to attend man's sporting event"
23985,2,this one has a disguise and has national color as warpaint
24084,0,religious bigotry is rampant everywhere
24106,0,the film is side spliting from the outset
24130,21,it is a documantary of real life
24133,0,dressed to kill start off with kate miller
24272,1,"but this is not a tour, and there are no stopover for soaking in the sight"
24287,0,"this movie (with the alternate title ""martial law 3"" for some reason) introduced me to jeff wincott for the first time"
24299,18,"with her fear of audience and dislike of such performing, this may have been the toughest part for her, but if so, to her credit it does not show"
24327,0,"i have not read through all the comment, but at least one poster mentioned that the 30 minute version might possibly be abridged"
24407,0,chance are uses that marvelous song by the same name throughout the film
24488,6,as does the look in nicole kidman's eye when she is offering john his first taste of intimacy in a long time
24510,6,i still find my self giggling at the scene where zane prances down a set of step for no appare not reason in an almost ballet style
24554,0,"like many person here, i started out finding my patience being tried by this film"
24603,9,australian woman are hot
24640,18,i am 19 year old
24694,1,redd foxx always a clown of comedy
24752,0,please make sure you have seen night of the living dead
24771,3,"only thing it needed more of was dana delany, what a babe"
24854,0,i saw this in detroit in what must have been its original run
24910,3,dahl seems to bring out the best in folk
24964,5,"next time you ask yourself ""what is the meaning of life"""
24985,5,i lost my father at 17 year old
