21757	0	summer phoenix did a great performance
21871	3	this version is so much more real
21893	0	new take on a classic tale
21928	5	a definite recommendation
21962	12	it is excellent
21970	4	a classic
21976	3	he was pretty good in gang related with tupac also
22027	6	"europa" is what cinema should strive to be
22077	0	the movie was very moving
22132	4	i think this is a must see for all girl 13 and up
22294	0	without doubt beat street is the best film about the breakin scene
22299	3	a one of a kind movie
22342	12	recommended to the fan
22349	8	i would suggest you watch this
22395	7	i love the movie theater scene
22430	2	the film rushes forward quickly
22538	8	raptor island is a work of art
22560	10	it is absolutely perfect as it is
22616	0	"that '70s show" is definitely the funniest show currently on tv
22650	0	this has by far been one of the most beautiful portrait of a person that i have ever seen on screen
23005	0	this movie works because it feels so genuine
23021	12	house of game is a truly first rate thrill ride
23078	5	one of my big favourite
23109	3	this was a great show to watch
23136	1	i applaud this one on that
23202	2	it is gripping, fascinating, and it will absorb you completely
23366	6	wonderful
23475	0	it is not surprising that this film is at best neutral in its stance toward america
23479	5	this one's a do not-miss
23527	8	i liked it
23536	1	this film however was mesmerizing
23550	7	this is a good rental
23588	0	robot jox is a great little film
23615	1	i like it so much
23651	18	i think they both succeeded
23685	14	the movie was well-written, acted, and delivered to the audience who wanted more of it
23857	5	the story is well illustrated for a generation which grew up on television
23891	5	it does have decent comedic value
23916	4	but it is worth it
24084	3	those with supporting role are also quite good
24106	3	it is worth the money and can not go far wrong
24133	8	it is a good film
24287	1	it was a great introduction
24327	4	would recommend this film anyway
24407	1	robert downey, jr. is excellent in this movie
24488	0	this is a good example a film that in spite of the low rating is more than worth watching
24510	1	this film really surprised me as it is a comedy masterpiece
24554	1	by the end, i actually shed a few tears
24603	8	i loved the stylized color and lighting in many of the scenes
24640	8	the cast of 1983 jane eyre is excellent
24694	0	this movie was extremely funny
24771	0	this is one fine movie
24854	2	it was that funny
24910	1	the best movie ever made
24985	3	katey and the three kid are really a solid professional cast
